bin	bins_n	phylum
'LIB-MJ352-G9_03.14'	1	Pseudomonadota
'LIB-MJ389-C5_03.31'	1	Pseudomonadota
'LIB-MJ173-G4_01.4'	1	Pseudomonadota
'LIB-MJ389-B3_03.1'	1	Pseudomonadota
'LIB-MJ173-C9_01.5'	1	Pseudomonadota
'LIB-MJ413-A8_01.31'	1	Bacteroidota
'LIB-MJ305-C6_04.20'	1	Pseudomonadota
'LIB-MJ413-G2_01.5'	2	Pseudomonadota
'LIB-MJ341-G8_02_v_LIB-MJ406-E3_04.6'	1	Pseudomonadota
'LIB-MJ352-A5_03.17'	1	Pseudomonadota
'LIB-MJ390-B2_03.3'	1	Pseudomonadota
'LIB-MJ413-G3_01.35'	1	Pseudomonadota
'LIB-MJ387-D3_01.4'	1	Pseudomonadota
'LIB-MJ390-B2_03.17'	1	Pseudomonadota
'LIB-MJ390-B2_03.30'	1	Pseudomonadota
'LIB-MJ194-D4_04.3'	4	Pseudomonadota
'LIB-MJ413-A8_01.28'	1	Bacillota_A
'LIB-MJ284-H3_03.1'	7	Pseudomonadota
'LIB-MJ354-C4_04_v_LIB-MJ403-A2_03.27'	2	Pseudomonadota
'LIB-MJ413-G3_01.2'	2	Pseudomonadota
'LIB-MJ386-G6_04.40'	3	Pseudomonadota
'LIB-MJ352-A5_03.14'	1	Pseudomonadota
'LIB-MJ388-H6_02.17'	4	Pseudomonadota
'LIB-MJ354-G6_04_v_LIB-MJ403-H3_03.10'	1	Pseudomonadota
'LIB-MJ389-C5_03.41'	2	Pseudomonadota
'LIB-MJ389-D7_03.13'	1	Pseudomonadota
'LIB-MJ193-C12_01_v_LIB-MJ402-B9_04.13'	1	Pseudomonadota
'LIB-MJ390-B9_03.15'	3	Planctomycetota
'LIB-MJ307-B5_01.8'	1	Pseudomonadota
'LIB-MJ390-H2_03.25'	1	Pseudomonadota
'LIB-MJ283-G8_04.2'	4	Pseudomonadota
'LIB-MJ283-G8_04.15'	1	Pseudomonadota
'LIB-MJ389-H5_03.11'	1	Pseudomonadota
'LIB-MJ305-A3_04.36'	2	Pseudomonadota
'LIB-MJ305-B8_04.5'	1	Pseudomonadota
'LIB-MJ389-H5_03.5'	7	Pseudomonadota
'LIB-MJ354-C4_04_v_LIB-MJ403-A2_03.2'	8	Pseudomonadota
'LIB-MJ283-G8_04.9'	1	Pseudomonadota
'LIB-MJ390-D8_03.29'	6	Planctomycetota
'LIB-MJ388-F6_02.15'	1	Pseudomonadota
'LIB-MJ389-C11_03.15'	1	Pseudomonadota
'LIB-MJ388-A10_02.28'	1	Pseudomonadota
'LIB-MJ390-G1_03.15'	1	Pseudomonadota
'LIB-MJ413-G3_01.33'	3	Pseudomonadota
'LIB-MJ134-A5_03.37'	2	Pseudomonadota
'LIB-MJ305-H9_04.68'	1	Pseudomonadota
'LIB-MJ305-G6_04.9'	1	Pseudomonadota
'LIB-MJ390-F7_03.4'	1	Pseudomonadota
'LIB-MJ138-B8_03.15'	4	Pseudomonadota
'LIB-MJ380-G3_03.16'	1	Planctomycetota
'LIB-MJ260-H6_01.17'	1	Pseudomonadota
'LIB-MJ283-G8_04.21'	1	Pseudomonadota
'LIB-MJ283-H9_04.13'	1	Pseudomonadota
'LIB-MJ305-A3_04.2'	2	Pseudomonadota
'LIB-MJ389-H5_03.2'	1	Pseudomonadota
'LIB-MJ389-H5_03.7'	2	Pseudomonadota
'LIB-MJ389-H5_03.20'	1	Pseudomonadota
'LIB-MJ305-B8_04.1'	2	Pseudomonadota
'LIB-MJ305-D7_04.29'	1	Pseudomonadota
'LIB-MJ305-G6_04.2'	1	Pseudomonadota
'LIB-MJ305-E9_04.21'	11	Pseudomonadota
'LIB-MJ175-G4_02.39'	1	Chloroflexota
'LIB-MJ390-E8_03.43'	8	Planctomycetota
'LIB-MJ305-D8_04.9'	1	Pseudomonadota
'LIB-MJ305-D5_04.27'	8	Pseudomonadota
'LIB-MJ305-E9_04.9'	7	Pseudomonadota
'LIB-MJ305-E9_04.14'	1	Pseudomonadota
'LIB-MJ305-C6_04.17'	1	Pseudomonadota
'LIB-MJ055-G6_04.1'	1	Pseudomonadota
'LIB-MJ390-C7_03.19'	2	Chloroflexota
'LIB-MJ106-A6_01_v_LIB-MJ368-A6_04.13'	3	Pseudomonadota
'LIB-MJ092-B4_01.12'	1	Actinomycetota
'LIB-MJ173-G4_01.1'	1	Pseudomonadota
'LIB-MJ390-B9_03.7'	1	Planctomycetota
'LIB-MJ263-G4_04.4'	1	Desulfobacterota
'LIB-MJ138-B8_03.24'	1	Desulfobacterota_F
'LIB-MJ263-D4_04.5'	1	Planctomycetota
'LIB-MJ055-E2_04.20'	3	Pseudomonadota
'LIB-MJ413-G4_01.14'	1	Krumholzibacteriota
'LIB-MJ413-H4_01.8'	1	Desulfobacterota
'LIB-MJ196-E11_02.1'	58	Planctomycetota
'LIB-MJ334-D5_01.2'	2	Actinomycetota
'LIB-MJ339-C9_03.117'	1	Acidobacteriota
'LIB-MJ413-A8_01.32'	1	Bacillota_A
'LIB-MJ390-F9_03.8'	1	Planctomycetota
'LIB-MJ306-H8_01.33'	3	Acidobacteriota
'LIB-MJ192-E2_04.20'	1	Acidobacteriota
'LIB-MJ177-C8_03.16'	5	Gemmatimonadota
'LIB-MJ354-D10_04.5'	1	Acidobacteriota
'LIB-MJ228-F4_01.2'	1	Cyanobacteriota
'LIB-MJ387-H2_01.2'	1	Actinomycetota
'LIB-MJ339-H6_03.60'	26	Pseudomonadota
'LIB-MJ385-G8_04.23'	2	Pseudomonadota
'LIB-MJ383-C2_01.32'	32	Pseudomonadota
'LIB-MJ353-C2_03_v_LIB-MJ407-C1_04.3'	2	Pseudomonadota
'LIB-MJ050-E6_02.10'	3	Pseudomonadota
'LIB-MJ197-G7_03.4'	1	Pseudomonadota
'LIB-MJ106-A7_01.1'	1	Pseudomonadota
'LIB-MJ390-D8_03.8'	9	Planctomycetota
'LIB-MJ254-B9_02.4'	5	Pseudomonadota
'LIB-MJ337-B3_03.17'	1	Pseudomonadota
'LIB-MJ193-A4_01.5'	6	Pseudomonadota
'LIB-MJ145-E8_01.3'	1	Pseudomonadota
'LIB-MJ134-C1_03.12'	2	Desulfobacterota_G
'LIB-MJ413-B7_01.11'	1	Desulfobacterota
'LIB-MJ334-C12_01.20'	2	Pseudomonadota
'LIB-MJ387-A7_01.1'	1	Pseudomonadota
'LIB-MJ388-D9_02.8'	1	Pseudomonadota
'LIB-MJ301-F5_01.28'	1	Pseudomonadota
'LIB-MJ307-H11_01.24'	1	Planctomycetota
'LIB-MJ335-A4_02.2'	1	Pseudomonadota
'LIB-MJ386-B12_04.14'	1	Pseudomonadota
'LIB-MJ192-E2_04.3'	2	Pseudomonadota
'LIB-MJ048-D4_04.12'	1	Pseudomonadota
'LIB-MJ148-G5_02.7'	1	Pseudomonadota
'LIB-MJ048-B5_04.2'	1	Pseudomonadota
'LIB-MJ190-H8_02.7'	1	Pseudomonadota
'LIB-MJ334-B11_01.13'	1	Pseudomonadota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.48'	1	Pseudomonadota
'LIB-MJ334-C11_01.11'	2	Pseudomonadota
'LIB-MJ380-G3_03.1'	1	Planctomycetota
'LIB-MJ177-G1_03.10'	2	Pseudomonadota
'LIB-MJ177-G1_03.2'	1	Pseudomonadota
'LIB-MJ218-G6_04.8'	1	Pseudomonadota
'LIB-MJ339-G5_03.21'	1	Pseudomonadota
'LIB-MJ138-E11_03.19'	1	Pseudomonadota
'LIB-MJ173-G4_01.6'	1	Pseudomonadota
'LIB-MJ263-D4_04.29'	3	Pseudomonadota
'LIB-MJ344-B9_04.29'	3	Pseudomonadota
'LIB-MJ051-C11_02.20'	13	Pseudomonadota
'LIB-MJ177-G6_03.10'	1	Pseudomonadota
'LIB-MJ254-G11_02.24'	1	Pseudomonadota
'LIB-MJ301-F5_01.24'	3	Pseudomonadota
'LIB-MJ259-B11_04_v_LIB-MJ415-D5_04.5'	1	Pseudomonadota
'LIB-MJ390-E8_03.36'	1	Planctomycetota
'LIB-MJ194-D1_04_v_LIB-MJ408-B7_04.7'	2	Actinomycetota
'LIB-MJ413-F7_01.16'	1	Actinomycetota
'LIB-MJ176-B2_03.5'	1	Pseudomonadota
'LIB-MJ193-F11_01.10'	1	Pseudomonadota
'LIB-MJ282-F8_03.3'	1	Pseudomonadota
'LIB-MJ352-G9_03.13'	2	Pseudomonadota
'LIB-MJ354-A10_04_v_LIB-MJ403-G5_03.6'	1	Pseudomonadota
'LIB-MJ389-F7_03.2'	1	Pseudomonadota
'LIB-MJ347-C2_04.1'	1	Pseudomonadota
'LIB-MJ390-C2_03.28'	1	Pseudomonadota
'LIB-MJ390-D8_03.61'	1	Planctomycetota
'LIB-MJ191-C6_04.4'	4	Pseudomonadota
'LIB-MJ092-G3_01.6'	1	Pseudomonadota
'LIB-MJ305-C8_04.42'	1	Pseudomonadota
'LIB-MJ305-F2_04.60'	1	Pseudomonadota
'LIB-MJ255-D3_02.8'	1	Pseudomonadota
'LIB-MJ305-G6_04.15'	1	Pseudomonadota
'LIB-MJ226-A4_01.12'	1	Pseudomonadota
'LIB-MJ201-D11_03.20'	6	Pseudomonadota
'LIB-MJ194-E8_04.4'	2	Pseudomonadota
'LIB-MJ134-B6_03.6'	1	Pseudomonadota
'LIB-MJ339-B8_03.19'	1	Pseudomonadota
'LIB-MJ305-E6_04.11'	2	Pseudomonadota
'LIB-MJ227-E5_02.21'	1	Chloroflexota
'LIB-MJ305-B8_04.45'	1	Pseudomonadota
'LIB-MJ305-H7_04.37'	2	Pseudomonadota
'LIB-MJ281-H10_01.20'	9	Pseudomonadota
'LIB-MJ147-D10_02.1'	1	Pseudomonadota
'LIB-MJ390-A7_03.8'	1	Pseudomonadota
'LIB-MJ306-G3_01.4'	2	Pseudomonadota
'LIB-MJ129-G10_02.7'	3	Pseudomonadota
'LIB-MJ390-A7_03.28'	5	Pseudomonadota
'LIB-MJ251-G7_04.9'	1	Pseudomonadota
'LIB-MJ307-D8_01.7'	1	Pseudomonadota
'LIB-MJ339-C7_03.59'	1	Nitrospirota
'LIB-MJ307-E8_01.37'	1	Pseudomonadota
'LIB-MJ109-H5_01.2'	1	Pseudomonadota
'LIB-MJ108-A4_02.1'	2	Pseudomonadota
'LIB-MJ131-G9_01.6'	1	Pseudomonadota
'LIB-MJ145-A2_01.22'	1	Pseudomonadota
'LIB-MJ054-E10_03.11'	1	Bacillota
'LIB-MJ139-E2_01.3'	1	Pseudomonadota
'LIB-MJ191-C6_04.8'	1	Pseudomonadota
'LIB-MJ139-D5_01.61'	1	Pseudomonadota
'LIB-MJ280-D6_02.23'	1	Pseudomonadota
'LIB-MJ250-F11_04_v_LIB-MJ365-F11_03.12'	1	Chloroflexota
'LIB-MJ413-H5_01.10'	2	Omnitrophota
'LIB-MJ138-D10_03.23'	1	Pseudomonadota
'LIB-MJ307-A12_01.16'	1	Pseudomonadota
'LIB-MJ389-H4_03.2'	1	Pseudomonadota
'LIB-MJ390-D7_03.1'	1	Pseudomonadota
'LIB-MJ301-F5_01.9'	1	Pseudomonadota
'LIB-MJ388-F1_02.14'	1	Pseudomonadota
'LIB-MJ389-D2_03.6'	1	Pseudomonadota
'LIB-MJ389-G11_03.2'	1	Pseudomonadota
'LIB-MJ389-D6_03.8'	2	Pseudomonadota
'LIB-MJ388-G9_02.6'	4	Pseudomonadota
'LIB-MJ388-C4_02.23'	2	Pseudomonadota
'LIB-MJ389-E10_03.9'	1	Pseudomonadota
'LIB-MJ334-B10_01.28'	1	Omnitrophota
'LIB-MJ387-F7_01.20'	1	Pseudomonadota
'LIB-MJ389-D2_03.16'	1	Pseudomonadota
'LIB-MJ388-E8_02.6'	1	Pseudomonadota
'LIB-MJ388-G9_02.24'	1	Pseudomonadota
'LIB-MJ389-G10_03.28'	1	Pseudomonadota
'LIB-MJ217-E10_03.1'	1	Pseudomonadota
'LIB-MJ140-C2_02.28'	1	Pseudomonadota
'LIB-MJ305-G4_04.30'	1	Pseudomonadota
'LIB-MJ387-A7_01.2'	2	Pseudomonadota
'LIB-MJ260-C5_01.14'	1	Pseudomonadota
'LIB-MJ390-E9_03.5'	7	Chloroflexota
'LIB-MJ353-F7_03.9'	1	Pseudomonadota
'LIB-MJ129-E11_02.4'	1	Pseudomonadota
'LIB-MJ340-E4_01_v_LIB-MJ367-E4_04.13'	1	Pseudomonadota
'LIB-MJ138-B8_03.14'	1	Pseudomonadota
'LIB-MJ140-A4_02.22'	1	Pseudomonadota
'LIB-MJ307-A12_01.3'	1	Pseudomonadota
'LIB-MJ172-B2_04.19'	1	Pseudomonadota
'LIB-MJ133-E4_03.3'	1	Pseudomonadota
'LIB-MJ389-G10_03.2'	1	Pseudomonadota
'LIB-MJ089-A11_02.9'	1	Pseudomonadota
'LIB-MJ413-B1_01.30'	1	Pseudomonadota
'LIB-MJ138-C8_03.3'	1	Chloroflexota
'LIB-MJ413-D1_01.6'	1	Pseudomonadota
'LIB-MJ413-G5_01.48'	1	Pseudomonadota
'LIB-MJ334-H8_01.16'	1	Pseudomonadota
'LIB-MJ172-B5_04.23'	2	Pseudomonadota
'LIB-MJ389-C11_03.14'	2	Pseudomonadota
'LIB-MJ389-B10_03.32'	1	Pseudomonadota
'LIB-MJ387-A7_01.11'	1	Pseudomonadota
'LIB-MJ413-G5_01.26'	1	Verrucomicrobiota
'LIB-MJ389-E2_03.6'	2	Pseudomonadota
'LIB-MJ386-A11_04.8'	1	Pseudomonadota
'LIB-MJ390-D1_03.66'	1	Chloroflexota
'LIB-MJ413-G3_01.29'	1	Actinomycetota
'LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.4'	3	Pseudomonadota
'LIB-MJ088-F9_04.3'	1	Pseudomonadota
'LIB-MJ140-C7_02.2'	1	Pseudomonadota
'LIB-MJ148-B8_02.1'	1	Pseudomonadota
'LIB-MJ388-E8_02.12'	2	Pseudomonadota
'LIB-MJ388-D9_02.12'	1	Pseudomonadota
'LIB-MJ106-D6_01.4'	1	Acidobacteriota
'LIB-MJ192-E9_04.10'	1	Pseudomonadota
'LIB-MJ145-G6_01.11'	1	Pseudomonadota
'LIB-MJ390-G4_03.2'	1	Pseudomonadota
'LIB-MJ263-D4_04.22'	2	Chloroflexota
'LIB-MJ284-H6_03.28'	14	Pseudomonadota
'LIB-MJ193-D9_01.13'	1	Pseudomonadota
'LIB-MJ387-C9_01.13'	1	Pseudomonadota
'LIB-MJ139-C5_01.2'	1	Actinomycetota
'LIB-MJ413-C1_01.17'	1	Actinomycetota
'LIB-MJ138-B8_03.28'	1	Pseudomonadota
'LIB-MJ259-D8_04.9'	1	Pseudomonadota
'LIB-MJ260-H6_01.20'	1	Pseudomonadota
'LIB-MJ175-D2_02.4'	1	Pseudomonadota
'LIB-MJ194-B8_04.14'	1	Pseudomonadota
'LIB-MJ413-F5_01.11'	2	Planctomycetota
'LIB-MJ148-G5_02.15'	11	Chloroflexota
'LIB-MJ130-D4_01.11'	1	Actinomycetota
'LIB-MJ051-G5_02.10'	1	Pseudomonadota
'LIB-MJ201-D10_03.48'	1	Pseudomonadota
'LIB-MJ191-G5_04.8'	1	Pseudomonadota
'LIB-MJ305-D6_04.22'	2	Pseudomonadota
'LIB-MJ301-H4_01.13'	1	Pseudomonadota
'LIB-MJ335-C11_02.13'	1	Pseudomonadota
'LIB-MJ228-F7_01.8'	2	Pseudomonadota
'LIB-MJ342-E3_02.14'	6	Pseudomonadota
'LIB-MJ341-C6_02_v_LIB-MJ367-C6_04.7'	2	Pseudomonadota
'LIB-MJ386-H6_04.8'	1	Asgardarchaeota
'LIB-MJ194-C2_04.16'	68	Pseudomonadota
'LIB-MJ088-G3_04_v_LIB-MJ365-G3_02.11'	4	Pseudomonadota
'LIB-MJ307-E6_01.2'	1	Pseudomonadota
'LIB-MJ254-H8_02.2'	3	Pseudomonadota
'LIB-MJ346-C2_02_v_LIB-MJ365-C2_04.11'	1	Pseudomonadota
'LIB-MJ192-D2_04.5'	1	Pseudomonadota
'LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.19'	4	Pseudomonadota
'LIB-MJ385-B11_04.1'	18	Pseudomonadota
'LIB-MJ088-G11_04.8'	2	Pseudomonadota
'LIB-MJ194-D10_04.2'	2	Pseudomonadota
'LIB-MJ090-G5_04.3'	2	Pseudomonadota
'LIB-MJ129-C7_02.5'	1	Pseudomonadota
'LIB-MJ194-G1_04_v_LIB-MJ408-D7_04.21'	1	Pseudomonadota
'LIB-MJ200-E6_04.42'	2	Pseudomonadota
'LIB-MJ380-A3_03.14'	11	Chloroflexota
'LIB-MJ336-C5_02.14'	18	Pseudomonadota
'LIB-MJ140-E11_02.11'	19	Pseudomonadota
'LIB-MJ055-A12_04.18'	3	Pseudomonadota
'LIB-MJ383-C2_01.18'	4	Pseudomonadota
'LIB-MJ252-F4_02.1'	1	Pseudomonadota
'LIB-MJ384-D7_01.17'	3	Pseudomonadota
'LIB-MJ383-E6_01.2'	2	Pseudomonadota
'LIB-MJ251-C7_04.31'	6	Pseudomonadota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.341'	4	Pseudomonadota
'LIB-MJ192-E9_04.17'	2	Pseudomonadota
'LIB-MJ191-B1_04_v_LIB-MJ405-G9_01.42'	3	Pseudomonadota
'LIB-MJ226-G10_01.2'	1	Pseudomonadota
'LIB-MJ339-C7_03.70'	2	Pseudomonadota
'LIB-MJ130-E6_01.2'	6	Chloroflexota
'LIB-MJ252-E11_02.13'	1	Chloroflexota
'LIB-MJ252-F4_02.37'	1	Pseudomonadota
'LIB-MJ307-E4_01.9'	6	Pseudomonadota
'LIB-MJ231-C6_04.5'	1	Pseudomonadota
'LIB-MJ193-D6_01.43'	2	Pseudomonadota
'LIB-MJ173-H4_01.12'	1	Pseudomonadota
'LIB-MJ261-E11_01.11'	1	Pseudomonadota
'LIB-MJ105-A1_01_v_LIB-MJ407-B11_04.2'	1	Pseudomonadota
'LIB-MJ147-D9_02.3'	1	Pseudomonadota
'LIB-MJ138-E11_03.9'	1	Chloroflexota
'LIB-MJ256-D5_03.6'	1	Chloroflexota
'LIB-MJ054-D3_03.10'	1	Planctomycetota
'LIB-MJ307-E1_01.1'	1	Chloroflexota
'LIB-MJ334-G7_01.20'	1	Planctomycetota
'LIB-MJ334-G7_01.22'	1	Planctomycetota
'LIB-MJ226-F6_01.39'	1	Pseudomonadota
'LIB-MJ339-C9_03.44'	1	Pseudomonadota
'LIB-MJ259-G6_04.21'	2	Pseudomonadota
'LIB-MJ259-G6_04.13'	2	Pseudomonadota
'LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9'	1	Pseudomonadota
'LIB-MJ352-A5_03.1'	1	Pseudomonadota
'LIB-MJ389-B10_03.5'	1	Pseudomonadota
'LIB-MJ283-A8_04.32'	1	Pseudomonadota
'LIB-MJ306-H7_01.10'	1	Chloroflexota
'LIB-MJ251-C6_04.7'	13	Pseudomonadota
'LIB-MJ413-E5_01.1'	3	Pseudomonadota
'LIB-MJ413-E5_01.38'	1	Pseudomonadota
'LIB-MJ150-C4_03.4'	1	Verrucomicrobiota
'LIB-MJ305-C6_04.25'	1	Verrucomicrobiota
'LIB-MJ174-D10_01.5'	2	Pseudomonadota
'LIB-MJ307-B11_01.20'	4	Pseudomonadota
'LIB-MJ390-D3_03.50'	2	Pseudomonadota
'LIB-MJ337-C9_03.34'	7	Pseudomonadota
'LIB-MJ251-C7_04.58'	67	Pseudomonadota
'LIB-MJ389-F5_03.17'	2	Chloroflexota
'LIB-MJ134-B7_03.31'	1	Pseudomonadota
'LIB-MJ197-D7_03_v_LIB-MJ366-D7_03.58'	1	Pseudomonadota
'LIB-MJ339-G5_03.17'	1	Pseudomonadota
'LIB-MJ339-E5_03.31'	7	Pseudomonadota
'LIB-MJ109-F4_01.13'	22	Pseudomonadota
'LIB-MJ306-F5_01_v_LIB-MJ367-F5_03.39'	1	Pseudomonadota
'LIB-MJ337-B10_03.48'	2	Pseudomonadota
'LIB-MJ336-C6_02.10'	1	Pseudomonadota
'LIB-MJ196-B1_02_v_LIB-MJ402-D9_04.17'	5	Pseudomonadota
'LIB-MJ193-G9_01.17'	4	Pseudomonadota
'LIB-MJ307-E4_01.13'	2	Pseudomonadota
'LIB-MJ337-C12_03.39'	16	Pseudomonadota
'LIB-MJ383-H7_01.22'	5	Pseudomonadota
'LIB-MJ260-C7_01.27'	2	Pseudomonadota
'LIB-MJ354-C1_04_v_LIB-MJ367-C1_04.37'	1	Pseudomonadota
'LIB-MJ388-B2_02.33'	4	Chloroflexota
'LIB-MJ306-A2_01.13'	3	Pseudomonadota
'LIB-MJ172-E7_04.3'	3	Pseudomonadota
'LIB-MJ109-E4_01.12'	22	Pseudomonadota
'LIB-MJ132-C11_03.12'	11	Pseudomonadota
'LIB-MJ192-D2_04.2'	1	Pseudomonadota
'LIB-MJ342-B3_02.9'	4	Pseudomonadota
'LIB-MJ336-G4_02.24'	1	Pseudomonadota
'LIB-MJ341-G9_02_v_LIB-MJ367-G9_04.19'	1	Pseudomonadota
'LIB-MJ146-C8_01.1'	1	Pseudomonadota
'LIB-MJ198-D10_03.27'	6	Pseudomonadota
'LIB-MJ134-B6_03.28'	1	Pseudomonadota
'LIB-MJ335-B5_02.3'	5	Chloroflexota
'LIB-MJ352-F2_03_v_LIB-MJ368-F2_01.36'	1	Pseudomonadota
'LIB-MJ132-H8_03.16'	1	Pseudomonadota
'LIB-MJ250-D5_04_v_LIB-MJ365-D5_03.10'	1	Pseudomonadota
'LIB-MJ352-F4_03_v_LIB-MJ368-F4_01.18'	2	Pseudomonadota
'LIB-MJ199-H8_04.30'	34	Pseudomonadota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.373'	2	Pseudomonadota
'LIB-MJ199-H8_04.49'	1	Pseudomonadota
'LIB-MJ259-G6_04.54'	1	Pseudomonadota
'LIB-MJ306-H8_01.2'	1	Pseudomonadota
'LIB-MJ055-A6_04.12'	1	Pseudomonadota
'LIB-MJ386-H6_04.1'	1	Chloroflexota
'LIB-MJ191-H1_04_v_LIB-MJ405-H9_01.29'	1	Pseudomonadota
'LIB-MJ305-H5_04.14'	28	Nitrospirota
'LIB-MJ390-C7_03.53'	5	Nitrospirota
'LIB-MJ106-H9_01.20'	1	Pseudomonadota
'LIB-MJ106-H9_01.25'	1	Pseudomonadota
'LIB-MJ131-C8_01.12'	43	Pseudomonadota
'LIB-MJ196-G9_02.5'	2	Pseudomonadota
'LIB-MJ132-C6_03.15'	1	Pseudomonadota
'LIB-MJ256-G6_03.1'	1	Pseudomonadota
'LIB-MJ051-C12_02.6'	1	Pseudomonadota
'LIB-MJ091-H3_03.18'	1	Chloroflexota
'LIB-MJ177-H5_03.13'	14	Pseudomonadota
'LIB-MJ198-B4_03.11'	1	Pseudomonadota
'LIB-MJ196-C11_02_v_LIB-MJ366-C11_04.23'	1	Acidobacteriota
'LIB-MJ250-F2_04_v_LIB-MJ365-F2_03.31'	1	Acidobacteriota
'LIB-MJ256-A8_03.4'	2	Acidobacteriota
'LIB-MJ341-D5_02_v_LIB-MJ406-A2_04.8'	1	Acidobacteriota
'LIB-MJ307-A2_01.24'	1	Verrucomicrobiota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.145'	1	Verrucomicrobiota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.14'	1	Pseudomonadota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.53'	1	Pseudomonadota
'LIB-MJ339-B9_03.2'	1	Chloroflexota
'LIB-MJ256-F2_03.2'	1	Pseudomonadota
'LIB-MJ390-B1_03.12'	1	Pseudomonadota
'LIB-MJ140-E2_02.44'	1	Pseudomonadota
'LIB-MJ177-E8_03.20'	1	Pseudomonadota
'LIB-MJ384-D1_01.5'	1	Pseudomonadota
'LIB-MJ354-H3_04_v_LIB-MJ367-H3_04.47'	49	Pseudomonadota
'LIB-MJ129-F11_02.9'	5	Pseudomonadota
'LIB-MJ227-E5_02.3'	1	Pseudomonadota
'LIB-MJ259-A2_04.32'	1	Pseudomonadota
'LIB-MJ413-F5_01.12'	1	Pseudomonadota
'LIB-MJ413-G5_01.23'	2	Thermoproteota
'LIB-MJ413-G5_01.43'	1	Pseudomonadota
'LIB-MJ195-D4_01.14'	1	Pseudomonadota
'LIB-MJ305-E6_04.20'	1	Pseudomonadota
'LIB-MJ140-F1_02.5'	1	Pseudomonadota
'LIB-MJ341-D9_02_v_LIB-MJ406-B4_04.23'	1	Planctomycetota
'LIB-MJ054-G6_03.2'	15	Pseudomonadota
'LIB-MJ228-E7_01.8'	7	Pseudomonadota
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.82'	1	Pseudomonadota
'LIB-MJ254-F4_02.7'	8	Pseudomonadota
'LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.33'	1	Pseudomonadota
'LIB-MJ352-G2_03_v_LIB-MJ368-G2_01.88'	2	Pseudomonadota
'LIB-MJ413-H9_01.16'	12	Halobacteriota
'LIB-MJ413-D7_01.64'	2	Halobacteriota
'LIB-MJ354-C5_04_v_LIB-MJ403-G2_03.35'	1	Pseudomonadota
'LIB-MJ255-G4_02.8'	1	Pseudomonadota
'LIB-MJ344-E9_04.7'	1	Pseudomonadota
'LIB-MJ134-B6_03.19'	1	Pseudomonadota
'LIB-MJ200-E6_04.29'	1	Pseudomonadota
'LIB-MJ354-H2_04_v_LIB-MJ367-H2_04.26'	5	Pseudomonadota
'LIB-MJ177-D8_03.16'	1	Pseudomonadota
'LIB-MJ151-E5_04.2'	1	Pseudomonadota
'LIB-MJ282-D4_03.25'	1	Pseudomonadota
'LIB-MJ301-H4_01.26'	1	Pseudomonadota
'LIB-MJ305-H7_04.40'	1	Patescibacteria
'LIB-MJ334-D11_01.7'	3	Halobacteriota
'LIB-MJ339-A7_03.15'	3	Pseudomonadota
'LIB-MJ196-D4_02.19'	2	Pseudomonadota
'LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.22'	1	Pseudomonadota
'LIB-MJ381-B2_02.24'	27	Pseudomonadota
'LIB-MJ250-H10_04.18'	6	Pseudomonadota
'LIB-MJ339-C7_03.12'	2	Pseudomonadota
'LIB-MJ307-E5_01.26'	1	Pseudomonadota
'LIB-MJ354-A11_04.2'	1	Pseudomonadota
'LIB-MJ139-E5_01.160'	41	Pseudomonadota
'LIB-MJ231-C4_04.10'	3	Pseudomonadota
'LIB-MJ383-D8_01.5'	164	Pseudomonadota
'LIB-MJ054-G3_03.3'	1	Pseudomonadota
'LIB-MJ226-C4_01.14'	1	Halobacteriota
'LIB-MJ336-H7_02.3'	38	Pseudomonadota
'LIB-MJ231-F5_04.4'	4	Pseudomonadota
'LIB-MJ259-D7_04.2'	5	Pseudomonadota
'LIB-MJ195-E9_01.4'	1	Pseudomonadota
'LIB-MJ193-C5_01.5'	1	Pseudomonadota
'LIB-MJ339-C7_03.35'	1	Pseudomonadota
'LIB-MJ190-E7_02.24'	4	Pseudomonadota
'LIB-MJ091-H3_03.22'	1	Pseudomonadota
'LIB-MJ195-G4_01.1'	1	Pseudomonadota
'LIB-MJ390-C1_03.13'	3	Pseudomonadota
'LIB-MJ198-E1_03.56'	1	Pseudomonadota
'LIB-MJ139-D5_01.56'	17	Pseudomonadota
'LIB-MJ196-D4_02.11'	2	Pseudomonadota
'LIB-MJ353-A11_03.26'	1	Bacteroidota
'LIB-MJ130-B1_01.9'	5	Pseudomonadota
'LIB-MJ307-E8_01.34'	12	Pseudomonadota
'LIB-MJ055-D7_04.1'	5	Pseudomonadota
'LIB-MJ198-E8_03.6'	15	Pseudomonadota
'LIB-MJ108-A4_02.7'	4	Pseudomonadota
