bin	bins_n	phylum
'LIB-MJ334-B4_01.30'	1	Acidobacteriota
'LIB-MJ413-E7_01.9'	2	CSSED10-310
'LIB-MJ383-H9_01.22'	1	Halobacteriota
'LIB-MJ334-G9_01.4'	2	Riflebacteria
'LIB-MJ307-H11_01.4'	1	AABM5-125-24
'LIB-MJ389-H4_03.28'	3	Cyanobacteriota
'LIB-MJ413-D9_01.17'	12	Bacillota_B
'LIB-MJ413-B8_01.7'	1	Bacillota_B
'LIB-MJ413-C11_01.23'	19	Bacillota_G
'LIB-MJ230-C7_03.11'	1	Acidobacteriota
'LIB-MJ283-E4_04.16'	15	Gemmatimonadota
'LIB-MJ194-D4_04.27'	2	Gemmatimonadota
'LIB-MJ105-E3_01.14'	2	Acidobacteriota
'LIB-MJ390-F2_03.12'	1	FCPU426
'LIB-MJ284-B3_03.13'	4	Actinomycetota
'LIB-MJ385-A11_04.10'	1	Actinomycetota
'LIB-MJ192-E4_04.14'	1	Actinomycetota
'LIB-MJ280-B8_02.4'	2	Actinomycetota
'LIB-MJ390-A4_03.22'	1	Cyanobacteriota
'LIB-MJ283-C5_04.12'	2	Actinomycetota
'LIB-MJ305-B1_04.39'	1	Pseudomonadota
'LIB-MJ335-C12_02.13'	1	Bacillota_A
'LIB-MJ413-F6_01.4'	1	Halobacteriota
'LIB-MJ413-F7_01.5'	1	Halobacteriota
'LIB-MJ190-H10_02.16'	1	Pseudomonadota
'LIB-MJ334-A11_01.3'	1	Pseudomonadota
'LIB-MJ334-A10_01.7'	1	Patescibacteria
'LIB-MJ390-E6_03.4'	2	Patescibacteria
'LIB-MJ334-H9_01.53'	4	Patescibacteria
'LIB-MJ390-F7_03.1'	16	Patescibacteria
'LIB-MJ353-A11_03.7'	1	Cyanobacteriota
'LIB-MJ334-H9_01.49'	1	Patescibacteria
'LIB-MJ334-H9_01.39'	4	Patescibacteria
'LIB-MJ334-E10_01.13'	5	Patescibacteria
'LIB-MJ413-A5_01.12'	2	Cyanobacteriota
'LIB-MJ413-B3_01.11'	3	Cyanobacteriota
'LIB-MJ413-G3_01.3'	1	Cyanobacteriota
'LIB-MJ413-G3_01.44'	1	Cyanobacteriota
'LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.47'	2	Cyanobacteriota
'LIB-MJ090-H10_04.12'	1	Cyanobacteriota
'LIB-MJ092-G3_01.20'	1	Cyanobacteriota
'LIB-MJ389-C5_03.21'	1	Cyanobacteriota
'LIB-MJ149-E10_03.11'	2	Cyanobacteriota
'LIB-MJ284-C5_03.38'	2	Cyanobacteriota
'LIB-MJ151-F7_04.14'	3	Cyanobacteriota
'LIB-MJ147-A3_02.1'	1	Cyanobacteriota
'LIB-MJ301-D5_01.7'	1	Cyanobacteriota
'LIB-MJ334-E7_01.2'	1	Cyanobacteriota
'LIB-MJ282-D5_03.7'	1	Cyanobacteriota
'LIB-MJ413-A5_01.36'	1	Cyanobacteriota
'LIB-MJ413-H7_01.17'	11	Bacillota_F
'LIB-MJ354-B12_04.8'	5	Pseudomonadota
'LIB-MJ283-A10_04.19'	1	Pseudomonadota
'LIB-MJ106-E8_01.28'	1	Cyanobacteriota
'LIB-MJ413-C1_01.57'	1	Spirochaetota
'LIB-MJ283-B4_04.13'	1	Desulfobacterota
'LIB-MJ307-H11_01.23'	1	Zixibacteria
'LIB-MJ283-D8_04.12'	1	Actinomycetota
'LIB-MJ091-A10_03.34'	1	Calditrichota
'LIB-MJ334-B5_01.20'	1	Bacillota
'LIB-MJ386-B10_04.24'	2	Pseudomonadota
'LIB-MJ387-E5_01.11'	1	Pseudomonadota
'LIB-MJ413-D9_01.6'	7	Bacillota_D
'LIB-MJ413-B11_01.38'	21	DTU030
'LIB-MJ390-B4_03.38'	1	Cyanobacteriota
'LIB-MJ413-B1_01.27'	3	Desulfobacterota_F
'LIB-MJ305-A10_04.8'	1	Desulfobacterota
'LIB-MJ413-G8_01.20'	17	Bacillota_D
'LIB-MJ413-H8_01.25'	10	Bacillota_D
'LIB-MJ413-A7_01.26'	1	Bacillota_D
'LIB-MJ413-H3_01.42'	3	Actinomycetota
'LIB-MJ413-D10_01.21'	32	Bacillota_G
'LIB-MJ413-H8_01.10'	7	Bacillota_G
'LIB-MJ413-H5_01.57'	2	Patescibacteria
'LIB-MJ413-H5_01.6'	1	Patescibacteria
'LIB-MJ194-B9_04.3'	1	Cyanobacteriota
'LIB-MJ413-H5_01.42'	1	Patescibacteria
'LIB-MJ130-E6_01.18'	1	Thermoproteota
'LIB-MJ386-H6_04.7'	1	Thermoproteota
'LIB-MJ413-F11_01.33'	2	Bacillota_G
'LIB-MJ140-A8_02.9'	1	Chloroflexota
'LIB-MJ230-E3_03.8'	1	Gemmatimonadota
'LIB-MJ380-A3_03.32'	2	Zixibacteria
'LIB-MJ390-E9_03.49'	6	Zixibacteria
'LIB-MJ305-F2_04.57'	1	Chloroflexota
'LIB-MJ305-G4_04.3'	1	Pseudomonadota
'LIB-MJ413-H10_01.40'	5	Bacillota_G
'LIB-MJ390-D2_03.23'	1	Cyanobacteriota
'LIB-MJ305-D10_04.46'	1	Bacillota
'LIB-MJ305-D10_04.51'	1	Bacillota
'LIB-MJ091-B7_03.10'	8	Bacillota
'LIB-MJ335-H8_02.6'	2	Bdellovibrionota
'LIB-MJ388-G5_02.12'	5	Bacillota
'LIB-MJ413-H10_01.8'	3	Bacillota_A
'LIB-MJ413-E9_01.20'	1	Bacillota_A
'LIB-MJ389-C11_03.18'	1	Fusobacteriota
'LIB-MJ390-C9_03.37'	1	Planctomycetota
'LIB-MJ413-B1_01.33'	2	Chloroflexota
'LIB-MJ388-A1_02.1'	3	Cyanobacteriota
'LIB-MJ335-E2_02.14'	3	Chloroflexota
'LIB-MJ335-B7_02.1'	1	Chloroflexota
'LIB-MJ305-B7_04.14'	1	Chlamydiota
'LIB-MJ413-B11_01.20'	2	Bacillota_A
'LIB-MJ413-D7_01.24'	1	Bacillota_A
'LIB-MJ413-D11_01.9'	19	Bacillota_A
'LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.349'	1	Bacteroidota
'LIB-MJ413-H5_01.101'	1	Patescibacteria
'LIB-MJ413-C1_01.36'	1	Bacillota_A
'LIB-MJ413-C1_01.60'	1	Bacillota_A
'LIB-MJ227-B10_02.14'	1	Bacteroidota
'LIB-MJ387-G2_01.2'	2	Cyanobacteriota
'LIB-MJ413-D7_01.25'	1	Spirochaetota
'LIB-MJ227-A4_02.6'	1	Bacteroidota
'LIB-MJ413-D8_01.11'	1	UBA1439
'LIB-MJ334-E10_01.3'	1	Pseudomonadota
'LIB-MJ389-C5_03.15'	1	Pseudomonadota
'LIB-MJ091-D7_03.27'	1	Pseudomonadota
'LIB-MJ283-H6_04.25'	1	Pseudomonadota
'LIB-MJ334-D7_01.25'	1	Bacillota_C
'LIB-MJ413-G7_01.7'	2	Bacillota_A
'LIB-MJ413-F9_01.27'	1	Bacillota_A
'LIB-MJ389-E2_03.3'	1	Cyanobacteriota
'LIB-MJ335-B8_02.10'	1	Armatimonadota
'LIB-MJ413-D7_01.42'	2	Bacillota_G
'LIB-MJ390-D1_03.39'	1	RBG-13-66-14
'LIB-MJ413-F8_01.7'	30	Bacillota_G
'LIB-MJ413-G9_01.14'	1	Bacillota_G
'LIB-MJ334-H9_01.37'	1	Patescibacteria
'LIB-MJ148-H10_02.15'	1	Patescibacteria
'LIB-MJ334-A10_01.11'	1	Patescibacteria
'LIB-MJ413-C9_01.9'	5	Bacillota_A
'LIB-MJ334-B11_01.15'	1	Patescibacteria
'LIB-MJ147-C12_02.6'	1	Cyanobacteriota
'LIB-MJ413-F5_01.5'	1	Chlamydiota
'LIB-MJ387-F7_01.3'	2	Bacteroidota
'LIB-MJ389-D6_03.29'	1	Bacteroidota
'LIB-MJ386-B12_04.13'	1	Bacteroidota
'LIB-MJ334-C1_01.20'	2	Bacteroidota
'LIB-MJ226-B1_01.15'	1	Bacteroidota
'LIB-MJ413-C1_01.52'	2	Bacteroidota
'LIB-MJ413-C1_01.21'	1	Bacteroidota
'LIB-MJ390-E7_03.51'	3	Patescibacteria
'LIB-MJ413-C11_01.2'	2	Bacillota_A
'LIB-MJ334-G7_01.6'	1	Bacteroidota
'LIB-MJ305-B1_04.7'	1	Patescibacteria
'LIB-MJ230-F2_03.10'	1	Cyanobacteriota
'LIB-MJ388-F1_02.2'	2	Bacteroidota
'LIB-MJ388-F1_02.26'	1	Bacteroidota
'LIB-MJ388-A12_02.29'	1	Bacteroidota
'LIB-MJ389-C5_03.16'	1	Bacteroidota
'LIB-MJ389-C5_03.44'	1	Bacteroidota
'LIB-MJ305-A12_04.25'	41	Bacillota_A
'LIB-MJ413-E7_01.40'	1	Bacillota_A
'LIB-MJ305-E10_04.37'	22	Bacillota_A
'LIB-MJ305-E10_04.62'	6	Bacillota_A
'LIB-MJ305-D11_04.24'	35	Bacillota_A
'LIB-MJ389-E2_03.4'	1	Cyanobacteriota
'LIB-MJ305-D11_04.9'	44	Bacillota_A
'LIB-MJ305-E10_04.66'	5	Bacillota_A
'LIB-MJ335-B8_02.15'	2	Bacillota_B
'LIB-MJ217-H3_03.6'	2	Bacillota
'LIB-MJ390-E8_03.41'	1	Gemmatimonadota
'LIB-MJ131-E6_01.11'	6	Desulfobacterota_F
'LIB-MJ230-B10_03.11'	1	Desulfobacterota_F
'LIB-MJ255-F4_02.6'	1	Desulfobacterota_F
'LIB-MJ414-A4_03.5'	1	Desulfobacterota_F
'LIB-MJ055-A6_04.13'	3	Desulfobacterota_F
'LIB-MJ353-G1_03.3'	10	Cyanobacteriota
'LIB-MJ353-G10_03.2'	1	Cyanobacteriota
'LIB-MJ282-D4_03.13'	10	Desulfobacterota_F
'LIB-MJ092-A12_01.2'	1	Desulfobacterota_F
'LIB-MJ307-A1_01.3'	1	Desulfobacterota_F
'LIB-MJ413-B10_01.16'	2	Bacteroidota
'LIB-MJ305-B12_04.45'	1	Pseudomonadota
'LIB-MJ305-D10_04.10'	1	Actinomycetota
'LIB-MJ380-A3_03.29'	1	WOR-3
'LIB-MJ389-F5_03.34'	1	WOR-3
'LIB-MJ131-H4_01.18'	1	WOR-3
'LIB-MJ389-F5_03.33'	1	WOR-3
'LIB-MJ131-C2_01.7'	1	Actinomycetota
'LIB-MJ335-F7_02.3'	1	Patescibacteria
'LIB-MJ390-A7_03.63'	1	Patescibacteria
'LIB-MJ334-B12_01.4'	1	Bacteroidota
'LIB-MJ334-A10_01.4'	2	Patescibacteria
'LIB-MJ282-B5_03.5'	1	Planctomycetota
'LIB-MJ390-F9_03.5'	1	Omnitrophota
'LIB-MJ138-B8_03.27'	1	Bacteroidota
'LIB-MJ195-G4_01.26'	1	Bacteroidota
'LIB-MJ413-D1_01.19'	2	Bacteroidota
'LIB-MJ413-B10_01.2'	5	Bacteroidota
'LIB-MJ137-G8_02.6'	1	Cyanobacteriota
'LIB-MJ282-B4_03.5'	1	Bacillota
'LIB-MJ130-B10_01.11'	1	Methanobacteriota
'LIB-MJ305-B11_04.16'	1	Bacillota
'LIB-MJ353-D7_03.1'	1	Patescibacteria
'LIB-MJ413-D7_01.8'	1	Caldisericota
'LIB-MJ413-G9_01.19'	1	Bacillota_A
'LIB-MJ413-C8_01.9'	27	Bacteroidota
'LIB-MJ413-E11_01.32'	12	Bacteroidota
'LIB-MJ413-D7_01.3'	1	Bacteroidota
'LIB-MJ413-A8_01.8'	2	Bacteroidota
'LIB-MJ413-H8_01.17'	3	Bacteroidota
'LIB-MJ386-B10_04.33'	1	Verrucomicrobiota
'LIB-MJ413-G9_01.29'	5	Bacteroidota
'LIB-MJ305-D4_04.54'	2	Bacteroidota
'LIB-MJ413-E10_01.7'	13	Bacillota
'LIB-MJ132-F11_03.21'	2	Thermoplasmatota
'LIB-MJ129-G11_02.8'	1	Thermoplasmatota
'LIB-MJ282-G2_03.4'	1	Thermoplasmatota
'LIB-MJ282-E1_03.9'	1	Thermoplasmatota
'LIB-MJ334-G9_01.22'	3	Patescibacteria
'LIB-MJ192-B6_04.13'	2	Pseudomonadota
'LIB-MJ283-E4_04.13'	1	Pseudomonadota
'LIB-MJ284-H2_03.1'	2	Pseudomonadota
'LIB-MJ390-F7_03.45'	1	Actinomycetota
'LIB-MJ284-A4_03.20'	2	Pseudomonadota
'LIB-MJ283-C1_04.2'	1	Pseudomonadota
'LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.11'	9	Pseudomonadota
'LIB-MJ284-D5_03.3'	1	Pseudomonadota
'LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.12'	1	Pseudomonadota
'LIB-MJ414-E10_03.1'	2	Acidobacteriota
'LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.18'	2	Pseudomonadota
'LIB-MJ284-H7_03.19'	1	Pseudomonadota
'LIB-MJ413-G2_01.9'	2	Bacteroidota
'LIB-MJ334-D7_01.18'	4	Bacillota
'LIB-MJ389-H4_03.6'	2	Cyanobacteriota
'LIB-MJ334-H6_01.29'	1	Bacillota
'LIB-MJ413-D7_01.72'	1	Patescibacteria
'LIB-MJ413-H5_01.44'	1	Patescibacteria
'LIB-MJ334-E8_01.8'	1	Patescibacteria
'LIB-MJ334-A10_01.36'	1	Patescibacteria
'LIB-MJ334-H9_01.35'	1	Patescibacteria
'LIB-MJ334-B5_01.9'	3	Bacillota
'LIB-MJ334-D7_01.32'	1	Bacillota
'LIB-MJ305-C11_04.14'	1	Bacillota
'LIB-MJ334-D7_01.15'	1	Bacillota
'LIB-MJ413-E1_01.3'	4	Pseudomonadota
'LIB-MJ389-H4_03.38'	4	Cyanobacteriota
'LIB-MJ413-G3_01.15'	1	Pseudomonadota
'LIB-MJ389-H5_03.21'	2	Bacillota
'LIB-MJ386-B10_04.39'	2	Bacillota
'LIB-MJ387-F2_01.8'	2	Bacillota
'LIB-MJ334-A10_01.47'	2	Patescibacteria
'LIB-MJ305-B12_04.31'	24	Bacillota
'LIB-MJ305-C6_04.34'	1	Patescibacteria
'LIB-MJ413-A8_01.12'	1	Bacillota
'LIB-MJ305-H2_04.29'	2	Nitrospirota
'LIB-MJ106-D11_01.10'	1	Acidobacteriota
'LIB-MJ196-H9_02.2'	1	Acidobacteriota
'LIB-MJ389-C5_03.13'	3	Cyanobacteriota
'LIB-MJ388-H6_02.21'	1	Cyanobacteriota
'LIB-MJ140-A4_02.5'	1	Bacillota_A
'LIB-MJ334-D11_01.13'	1	Bacillota_A
'LIB-MJ413-A8_01.37'	1	Bacillota
'LIB-MJ137-A4_02.1'	2	Bacillota
'LIB-MJ255-E11_02.5'	3	Bacillota
'LIB-MJ334-D1_01.4'	72	Bacillota
'LIB-MJ194-B9_04.6'	1	Bacillota
'LIB-MJ282-H2_03.11'	6	Bacillota
'LIB-MJ193-C5_01.2'	6	Bacillota
'LIB-MJ306-D8_01.5'	6	Bacillota
'LIB-MJ307-G11_01.7'	1	Bacillota
'LIB-MJ334-D7_01.39'	1	Bacillota
'LIB-MJ091-A10_03.31'	4	Bacillota
'LIB-MJ226-A8_01.7'	1	Bacillota
'LIB-MJ305-A3_04.42'	2	Bacteroidota
'LIB-MJ334-D7_01.34'	1	Patescibacteria
'LIB-MJ389-D7_03.28'	1	Cyanobacteriota
'LIB-MJ194-F7_04.14'	3	Bacillota
'LIB-MJ055-F4_04.3'	21	Bacillota
'LIB-MJ051-A3_02.4'	2	Bacillota
'LIB-MJ055-B8_04.11'	1	Bacillota
'LIB-MJ051-D10_02.6'	4	Bacillota
'LIB-MJ192-H1_04_v_LIB-MJ409-E6_01.1'	1	Bacillota
'LIB-MJ305-C12_04.27'	1	Bacillota_A
'LIB-MJ334-D4_01.4'	1	Bacillota_A
'LIB-MJ334-C2_01.23'	1	Bacillota_A
'LIB-MJ334-C7_01.12'	1	Bacillota
'LIB-MJ305-D10_04.42'	1	Bacillota
'LIB-MJ388-A12_02.33'	2	Cyanobacteriota
'LIB-MJ334-F5_01.21'	1	Bacillota
'LIB-MJ334-H6_01.23'	1	Bacillota
'LIB-MJ388-H6_02.23'	4	Cyanobacteriota
'LIB-MJ389-C5_03.23'	1	Bacteroidota
'LIB-MJ334-A8_01.22'	2	Patescibacteria
'LIB-MJ280-F11_02.13'	1	Cyanobacteriota
'LIB-MJ334-D7_01.12'	2	Bacillota
'LIB-MJ334-D7_01.44'	1	Bacillota
'LIB-MJ334-D7_01.26'	10	Bacillota
'LIB-MJ334-D6_01.19'	48	Bacillota
'LIB-MJ389-H4_03.45'	2	Cyanobacteriota
'LIB-MJ389-B10_03.40'	1	Cyanobacteriota
'LIB-MJ334-E2_01.3'	1	Bacillota
'LIB-MJ334-H2_01.13'	21	Bacillota
'LIB-MJ334-A5_01.12'	4	Bacillota
'LIB-MJ334-E5_01.24'	2	Bacillota
'LIB-MJ334-F5_01.4'	2	Bacillota
'LIB-MJ390-D2_03.4'	2	Cyanobacteriota
'LIB-MJ256-H7_03.36'	1	Desulfobacterota
'LIB-MJ256-H7_03.52'	1	Desulfobacterota
'LIB-MJ282-F4_03.4'	1	Fibrobacterota
'LIB-MJ335-A5_02.10'	1	Desulfobacterota_F
'LIB-MJ354-B9_04_v_LIB-MJ403-B5_03.19'	3	Cyanobacteriota
'LIB-MJ413-F9_01.48'	2	Bacteroidota
'LIB-MJ131-C11_01.24'	1	Methanobacteriota
'LIB-MJ334-H7_01.10'	1	Patescibacteria
'LIB-MJ334-F4_01.21'	28	Fusobacteriota
'LIB-MJ305-H2_04.37'	1	Bdellovibrionota
'LIB-MJ390-B4_03.39'	4	Bacteroidota
'LIB-MJ413-A7_01.46'	1	Dictyoglomota
'LIB-MJ305-H7_04.25'	1	Actinomycetota
'LIB-MJ386-C6_04.5'	1	Bacteroidota
'LIB-MJ335-B1_02.3'	2	Pseudomonadota
'LIB-MJ256-A2_03.8'	1	Cyanobacteriota
'LIB-MJ413-E1_01.4'	1	Pseudomonadota
'LIB-MJ387-C8_01.1'	1	Pseudomonadota
'LIB-MJ413-A2_01.25'	1	Bacteroidota
'LIB-MJ305-G9_04.13'	2	Bacteroidota
'LIB-MJ390-B7_03.88'	2	Bacteroidota
'LIB-MJ390-B7_03.91'	1	Bacteroidota
'LIB-MJ305-B1_04.10'	2	Bacteroidota
'LIB-MJ305-G1_04.30'	2	Bacteroidota
'LIB-MJ390-C6_03.35'	2	Bacteroidota
'LIB-MJ305-F2_04.56'	1	Bacteroidota
'LIB-MJ134-A5_03.29'	1	Bacteroidota
'LIB-MJ390-B7_03.56'	1	Bacteroidota
'LIB-MJ388-F1_02.40'	2	Cyanobacteriota
'LIB-MJ390-B7_03.86'	1	Bacteroidota
'LIB-MJ305-G9_04.1'	1	Bacteroidota
'LIB-MJ131-E5_01.20'	1	Micrarchaeota
'LIB-MJ334-H7_01.38'	1	Undinarchaeota
'LIB-MJ413-D4_01.4'	2	Pseudomonadota
'LIB-MJ263-D4_04.58'	3	Bacteroidota
'LIB-MJ305-G6_04.12'	3	Bacteroidota
'LIB-MJ282-B5_03.20'	1	Nanoarchaeota
'LIB-MJ190-D11_02.7'	1	Acidobacteriota
'LIB-MJ339-E1_03.15'	1	Acidobacteriota
'LIB-MJ388-F1_02.20'	2	Cyanobacteriota
'LIB-MJ386-B10_04.31'	2	Pseudomonadota
'LIB-MJ283-D10_04.4'	1	Pseudomonadota
'LIB-MJ335-B4_02.5'	3	Pseudomonadota
'LIB-MJ414-E10_03.21'	2	Acidobacteriota
'LIB-MJ414-G11_03.6'	1	Acidobacteriota
'LIB-MJ390-D8_03.16'	1	Desulfobacterota
'LIB-MJ413-H5_01.86'	1	Omnitrophota
'LIB-MJ305-G8_04.26'	13	Pseudomonadota
'LIB-MJ305-G6_04.19'	9	Pseudomonadota
'LIB-MJ305-C2_04.39'	1	Pseudomonadota
'LIB-MJ134-A5_03.35'	1	Pseudomonadota
'LIB-MJ130-G5_01.4'	2	Bacteroidota
'LIB-MJ091-C7_03.8'	1	Bacteroidota
'LIB-MJ353-B7_03.18'	6	Cyanobacteriota
'LIB-MJ388-F6_02.32'	3	Cyanobacteriota
'LIB-MJ256-E9_03.11'	1	Bacteroidota
'LIB-MJ139-H4_01.18'	1	Bacteroidota
'LIB-MJ413-E7_01.18'	6	Bacteroidota
'LIB-MJ130-G5_01.14'	1	Bacteroidota
'LIB-MJ149-G4_03.2'	1	Bacteroidota
'LIB-MJ130-B3_01.4'	1	Bacteroidota
'LIB-MJ334-B12_01.14'	1	Bacteroidota
'LIB-MJ194-D4_04.8'	1	Bacteroidota
'LIB-MJ199-H11_04.3'	1	Pseudomonadota
'LIB-MJ388-C6_02.34'	1	Pseudomonadota
'LIB-MJ148-H3_02.1'	1	Cyanobacteriota
'LIB-MJ353-B7_03.15'	1	Cyanobacteriota
'LIB-MJ284-G5_03.5'	13	Pseudomonadota
'LIB-MJ283-C12_04.4'	1	Pseudomonadota
'LIB-MJ413-G9_01.6'	6	Bacteroidota
'LIB-MJ334-G1_01.6'	1	Methanobacteriota
'LIB-MJ413-F9_01.16'	3	Bacillota_B
'LIB-MJ335-B4_02.3'	1	Bacillota
'LIB-MJ305-G4_04.25'	1	Bacteroidota
'LIB-MJ386-G6_04.27'	1	Bacteroidota
'LIB-MJ305-F2_04.25'	4	Bacteroidota
'LIB-MJ305-G4_04.1'	4	Bacteroidota
'LIB-MJ354-G6_04_v_LIB-MJ403-H3_03.12'	2	Cyanobacteriota
'LIB-MJ305-G4_04.5'	1	Bacteroidota
'LIB-MJ413-C11_01.5'	11	Bacteroidota
'LIB-MJ284-F2_03.12'	2	Bacteroidota
'LIB-MJ284-B4_03.17'	4	Bacteroidota
'LIB-MJ283-A8_04.16'	1	Bacteroidota
'LIB-MJ386-G6_04.36'	2	Bacteroidota
'LIB-MJ388-G11_02.13'	1	Bacteroidota
'LIB-MJ388-F6_02.25'	1	Bacteroidota
'LIB-MJ388-A10_02.36'	1	Bacteroidota
'LIB-MJ387-D3_01.11'	1	Bacteroidota
'LIB-MJ388-A12_02.27'	1	Bacteroidota
'LIB-MJ283-G8_04.10'	1	Bacteroidota
'LIB-MJ305-B1_04.36'	1	Patescibacteria
'LIB-MJ390-C6_03.86'	1	Patescibacteria
'LIB-MJ389-D7_03.27'	1	Cyanobacteriota
'LIB-MJ413-E7_01.48'	3	Bacteroidota
'LIB-MJ334-C11_01.1'	1	Bacteroidota
'LIB-MJ413-G1_01.43'	1	Bacteroidota
'LIB-MJ090-D6_04.3'	1	Zixibacteria
'LIB-MJ305-C6_04.41'	1	Bdellovibrionota
'LIB-MJ386-G6_04.10'	2	Bacteroidota
'LIB-MJ387-D3_01.7'	1	Bacteroidota
'LIB-MJ388-C6_02.1'	1	Bacteroidota
'LIB-MJ389-C5_03.24'	1	Bacteroidota
'LIB-MJ388-A12_02.10'	1	Bacteroidota
'LIB-MJ335-C12_02.9'	2	Spirochaetota
'LIB-MJ388-H1_02.13'	1	Bacteroidota
'LIB-MJ413-D4_01.8'	12	Bacteroidota
'LIB-MJ390-B4_03.37'	3	Bacteroidota
'LIB-MJ305-F2_04.23'	6	Bacteroidota
'LIB-MJ305-H2_04.28'	2	Bacteroidota
'LIB-MJ305-H2_04.47'	1	Bacteroidota
'LIB-MJ305-B8_04.25'	1	Bacteroidota
'LIB-MJ386-H4_04.4'	2	Bacteroidota
'LIB-MJ388-F1_02.34'	1	Bacteroidota
'LIB-MJ284-H3_03.8'	4	Bacteroidota
'LIB-MJ413-D7_01.52'	2	Spirochaetota
'LIB-MJ284-A3_03.12'	7	Bacteroidota
'LIB-MJ194-F7_04.6'	1	Bacteroidota
'LIB-MJ283-H6_04.6'	1	Bacteroidota
'LIB-MJ390-B4_03.32'	1	Bacteroidota
'LIB-MJ305-D10_04.37'	1	Bacteroidota
'LIB-MJ334-H3_01.28'	1	Bacteroidota
'LIB-MJ147-C1_02.2'	3	Bacteroidota
'LIB-MJ388-H11_02.2'	1	Bacteroidota
'LIB-MJ284-H3_03.32'	5	Bacteroidota
'LIB-MJ282-B4_03.8'	1	Bacillota_A
'LIB-MJ283-H6_04.2'	1	Bacteroidota
'LIB-MJ389-C5_03.40'	2	Bacteroidota
'LIB-MJ387-C9_01.12'	1	Bacteroidota
'LIB-MJ352-B11_03.25'	2	Bacteroidota
'LIB-MJ193-C12_01_v_LIB-MJ402-B9_04.9'	1	Bacteroidota
'LIB-MJ283-H6_04.9'	1	Bacteroidota
'LIB-MJ389-G11_03.18'	1	Bacteroidota
'LIB-MJ413-F9_01.7'	2	Bacillota_B
'LIB-MJ413-B8_01.17'	9	Bacillota_B
'LIB-MJ413-A7_01.36'	1	Bacillota_B
'LIB-MJ305-F9_04.1'	2	Bacteroidota
'LIB-MJ284-H8_03.35'	6	Bacteroidota
'LIB-MJ305-A7_04.15'	3	Bacteroidota
'LIB-MJ283-B6_04.29'	21	Bacteroidota
'LIB-MJ283-A5_04.11'	18	Bacteroidota
'LIB-MJ283-A5_04.14'	3	Bacteroidota
'LIB-MJ284-D5_03.8'	1	Bacteroidota
'LIB-MJ190-H10_02.3'	1	Bacteroidota
'LIB-MJ387-F2_01.3'	1	Bacteroidota
'LIB-MJ192-F6_04.12'	1	Bacteroidota
'LIB-MJ190-H10_02.23'	1	Bacteroidota
'LIB-MJ091-E9_03.1'	1	Bacteroidota
'LIB-MJ149-H2_03.3'	1	Bacteroidota
'LIB-MJ334-G2_01.16'	1	Bacteroidota
'LIB-MJ305-E7_04.16'	1	Bacteroidota
'LIB-MJ335-C8_02.9'	1	Bacteroidota
'LIB-MJ132-F11_03.16'	1	Bacteroidota
'LIB-MJ305-H9_04.71'	1	Bacteroidota
'LIB-MJ306-H5_01.5'	1	Bacteroidota
'LIB-MJ283-G11_04_v_LIB-MJ415-A7_04.14'	2	Bacteroidota
'LIB-MJ283-A7_04.29'	1	Bacteroidota
'LIB-MJ283-B8_04.7'	1	Bacteroidota
'LIB-MJ283-H6_04.18'	1	Bacteroidota
'LIB-MJ390-B2_03.12'	1	Bacteroidota
'LIB-MJ283-H2_04.6'	1	Bacteroidota
'LIB-MJ335-F2_02.15'	1	Campylobacterota
'LIB-MJ283-H9_04.12'	1	Bacteroidota
'LIB-MJ283-B5_04.1'	1	Bacteroidota
'LIB-MJ284-B7_03.3'	1	Bacteroidota
'LIB-MJ387-G2_01.3'	1	Bacteroidota
'LIB-MJ284-D1_03.8'	3	Bacteroidota
'LIB-MJ283-A12_04_v_LIB-MJ415-C7_04.4'	3	Bacteroidota
'LIB-MJ284-E2_03.9'	4	Bacteroidota
'LIB-MJ283-A10_04.11'	1	Bacteroidota
'LIB-MJ283-H6_04.19'	1	Bacteroidota
'LIB-MJ389-D7_03.19'	3	Bacteroidota
'LIB-MJ353-A11_03.19'	2	Bacteroidota
'LIB-MJ390-B4_03.23'	2	Bacteroidota
'LIB-MJ413-F6_01.21'	1	Campylobacterota
'LIB-MJ390-H2_03.7'	1	Bacteroidota
'LIB-MJ284-B7_03.12'	5	Bacteroidota
'LIB-MJ334-E7_01.10'	2	Bacteroidota
'LIB-MJ197-B7_03.5'	1	Bacteroidota
'LIB-MJ230-E3_03.15'	1	Bacteroidota
'LIB-MJ390-B2_03.11'	1	Bacillota_A
'LIB-MJ260-H6_01.10'	1	Bacteroidota
'LIB-MJ260-H6_01.7'	1	Bacteroidota
'LIB-MJ306-C12_01.15'	2	Bacteroidota
'LIB-MJ388-A10_02.11'	1	Bacteroidota
'LIB-MJ413-H5_01.45'	1	Patescibacteria
'LIB-MJ194-B3_04.9'	6	Bacteroidota
'LIB-MJ260-H6_01.23'	2	Bacteroidota
'LIB-MJ138-F11_03.8'	1	Bacteroidota
'LIB-MJ190-C8_02.4'	1	Bacteroidota
'LIB-MJ190-H10_02.11'	1	Bacteroidota
'LIB-MJ091-C12_03.15'	1	Bacteroidota
